"GENERIC","SAMPLEID","MISSION","STATION","LANDMARK","BAGNUMBER","ORIGINALWEIGHT","SAMPLETYPE","SAMPLESUBTYPE","PRISTINITY","PRISTINITYDATE","HASTHINSECTION","HASDISPLAYSAMPLE","DISPLAYSAMPLENUMBER","GENERICDESCRIPTION"
"62244","553","Apollo 16",,,,"16.370","Soil","4-10mm","98.050","August, 15 2007 00:00:00",false,,,
"62245",,"Apollo 16","2",,,"6.030","Breccia","Impact Melt","80.464","March, 30 2012 00:00:00",true,,,"Crystalline impact melt"
"62246",,"Apollo 16","2",,,"4.590","Crustal","Anorthosite","95.490","May, 09 2012 00:00:00",true,,,"Cataclastic anorthosite (G)"
"62247",,"Apollo 16","2",,,"2.110","Breccia","Fragmental","100.000","August, 15 2007 00:00:00",false,,,"Fragmental polymict breccia"
"62248",,"Apollo 16","2",,,"1.610","Breccia","Fragmental","100.000","August, 15 2007 00:00:00",false,,,"Fragmental polymict breccia (G)"
"62249",,"Apollo 16","2",,,"1.410","Breccia","Fragmental","100.000","August, 15 2007 00:00:00",false,,,"Fragmental polymict breccia"
"62250",,"Apollo 16",,,,"18.430","Residue",,"60.930","August, 15 2007 00:00:00",false,,,
"62255","554","Apollo 16","2",,,"1239.000","Breccia","Fragmental","93.763","February, 03 2015 00:00:00",true,,,"Dilithologic , cataclastic anorthosite clasts"
"62270",,"Apollo 16",,,,"22.170","Residue",,"87.820","August, 15 2007 00:00:00",false,,,
"62275","555","Apollo 16","2",,,"443.000","Breccia","Anorthosite","98.007","November, 26 2013 00:00:00",true,,,"Cataclastic anorthosite"
"62280",,"Apollo 16","2","BUSTER CRATER",,"143.000","Soil","Unsieved","98.780","August, 15 2007 00:00:00",false,,,"Fines, Unsieved"
"62281",,"Apollo 16",,,,"218.500","Soil","<1 mm","70.712","December, 29 2014 00:00:00",true,,,"Fines, < 1mm"
"62282",,"Apollo 16",,,,"21.710","Soil","1-2 mm","93.616","December, 04 2013 00:00:00",false,,,"Fines, 1-2mm"
"62283",,"Apollo 16",,,,"13.110","Soil","2-4 mm","92.586","March, 30 2012 00:00:00",false,,,"Fines, 2-4mm"
"62284","556","Apollo 16",,,,"14.300","Soil","4-10mm","96.620","August, 15 2007 00:00:00",false,,,
"62285",,"Apollo 16","2",,,"3.524","Breccia","Regolith","100.000","August, 15 2007 00:00:00",false,,,"Friable regolith clod"
"62286",,"Apollo 16","2",,,"2.917","Breccia","Regolith","100.000","August, 15 2007 00:00:00",false,,,"Friable regolith clod"
"62287",,"Apollo 16","2",,,"2.474","Breccia","Impact Melt","95.960","August, 15 2007 00:00:00",false,,,"Fine-grained impact melt"
"62288",,"Apollo 16","2",,,"1.939","Breccia","Fragmental","100.000","August, 15 2007 00:00:00",false,,,"Fragmental or crystalline polymict breccia"
"62289",,"Apollo 16","2",,,"1.135","Breccia","Regolith","100.000","August, 15 2007 00:00:00",false,,,"Friable regolith clod"
"62290",,"Apollo 16",,,,"27.700","Residue",,"95.850","August, 15 2007 00:00:00",false,,,
"62295","557","Apollo 16","2",,,"250.800","Breccia","Impact Melt","77.695","September, 19 2014 00:00:00",true,,,"Basaltic"
"62305",,"Apollo 16","2",,,"0.810","Breccia","Fragmental","100.000","August, 15 2007 00:00:00",false,,,"Fragmental polymict breccia"
"62315",,"Apollo 16","2",,,"0.770","Breccia","Fragmental","100.000","August, 15 2007 00:00:00",false,,,"Fragmental polymict breccia"
"63010",,"Apollo 16",,,,"51.300","Residue",,"100.000","August, 15 2007 00:00:00",false,,,
"63320",,"Apollo 16","13","SHADOW ROCK",,"320.000","Soil","Unsieved","96.436","March, 30 2012 00:00:00",true,,,"Fines, Unsieved"
"63321",,"Apollo 16",,,,"25.670","Soil","<1 mm","2.213","August, 12 2014 00:00:00",true,,,"Fines, < 1mm"
"63322",,"Apollo 16",,,,"2.650","Soil","1-2 mm","81.132","March, 30 2012 00:00:00",false,,,"Fines, 1-2mm"
"63323",,"Apollo 16",,,,"2.020","Soil","2-4 mm","100.000","September, 03 2014 00:00:00",false,,,"Fines, 2-4mm"
"63324","558","Apollo 16",,,,"1.150","Soil","4-10mm","100.000","August, 15 2007 00:00:00",false,,,
"63335","559","Apollo 16","13","SHADOW ROCK",,"65.400","Breccia","Impact Melt","80.304","September, 19 2014 00:00:00",true,,,"Fine-grained"
"63340",,"Apollo 16","13","SHADOW ROCK",,"149.700","Soil","Unsieved","94.248","March, 30 2012 00:00:00",false,,,"Fines, Unsieved"
"63341",,"Apollo 16",,,,"25.880","Soil","<1 mm","53.126","August, 12 2014 00:00:00",true,,,"Fines, < 1mm"
"63342",,"Apollo 16",,,,"2.520","Soil","1-2 mm","100.000","December, 04 2013 00:00:00",false,,,"Fines, 1-2mm"
"63343",,"Apollo 16",,,,"2.130","Soil","2-4 mm","100.000","August, 15 2007 00:00:00",false,,,"Fines, 2-4mm"
"63344","560","Apollo 16",,,,"0.960","Soil","4-10mm","72.917","March, 30 2012 00:00:00",false,,,
"63350",,"Apollo 16",,,,"23.490","Residue",,"99.150","August, 15 2007 00:00:00",false,,,
"63355","561","Apollo 16","13","SHADOW ROCK",,"68.240","Breccia","Impact Melt","77.836","December, 10 2013 00:00:00",true,,,"Poikilitic"
"63500",,"Apollo 16","4B","SHADOW ROCK",,"201.800","Soil","Unsieved","93.500","March, 30 2012 00:00:00",false,,,"Fines, Unsieved"
"63501",,"Apollo 16",,,,"342.500","Soil","<1 mm","67.951","August, 12 2014 00:00:00",true,,,"Fines, < 1mm"
"63502",,"Apollo 16",,,,"25.290","Soil","1-2 mm","84.235","September, 03 2014 00:00:00",true,,,"Fines, 1-2mm"
"63503",,"Apollo 16",,,,"14.530","Soil","2-4 mm","75.492","August, 12 2014 00:00:00",true,,,"Fines, 2-4mm"
"63504","562","Apollo 16",,,,"17.340","Soil","4-10mm","90.170","November, 02 2010 00:00:00",true,,,
"63505","563","Apollo 16","13",,,"5.410","Breccia","Impact Melt","87.650","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63506","564","Apollo 16","13",,,"4.900","Breccia","Impact Melt","95.204","February, 25 2011 00:00:00",true,,,"Basaltic"
"63507","565","Apollo 16","13",,,"2.780","Breccia","Fragmental","82.122","November, 13 2013 00:00:00",true,,,"Fragmental regolith breccia (G)"
"63508","566","Apollo 16","13",,,"2.610","Breccia","Impact Melt","90.570","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63509","567","Apollo 16","13",,,"2.050","Breccia","Impact Melt","90.100","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63515","568","Apollo 16","13",,,"1.320","Breccia","Impact Melt","88.860","August, 15 2007 00:00:00",true,,,"Fine-grained impact melt"
"63520",,"Apollo 16",,,,"22.080","Unclassified",,"83.240","August, 15 2007 00:00:00",false,,,
"63525","569","Apollo 16","13",,,"6.680","Breccia","Impact Melt","54.671","December, 02 2013 00:00:00",true,,,"Fine-grained"
"63526","570","Apollo 16","13",,,"2.910","Breccia","Impact Melt","92.200","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63527","571","Apollo 16","13",,,"6.100","Breccia","Impact Melt","92.670","August, 15 2007 00:00:00",true,,,"Basaltic"
"63528","572","Apollo 16","13",,,"4.120","Breccia","Impact Melt","92.740","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63529","573","Apollo 16","13",,,"23.480","Breccia","Impact Melt","98.140","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63535","574","Apollo 16","13",,,"6.850","Breccia","Impact Melt","86.555","December, 05 2012 00:00:00",true,,,"Basaltic"
"63536","575","Apollo 16","13",,,"1.020","Breccia","Impact Melt","80.590","August, 15 2007 00:00:00",true,,,"Basaltic"
"63537","576","Apollo 16","13",,,"4.780","Breccia","Impact Melt","93.494","February, 25 2011 00:00:00",true,,,"Basaltic"
"63538","577","Apollo 16","13",,,"35.060","Breccia","Impact Melt","98.303","September, 19 2014 00:00:00",true,,,"Fine-grained /glass"
"63539","578","Apollo 16","13",,,"0.390","Breccia","Impact Melt","89.740","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63545","579","Apollo 16","13",,,"15.950","Breccia","Impact Melt","88.727","September, 19 2014 00:00:00",true,,,"Basaltic"
"63546","580","Apollo 16","13",,,"9.230","Breccia","Impact Melt","96.890","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63547","581","Apollo 16","13",,,"4.900","Breccia","Impact Melt","94.898","April, 02 2014 00:00:00",true,,,"Poikilitic"
"63548","582","Apollo 16","13",,,"1.130","Breccia","Impact Melt","77.611","November, 06 2009 00:00:00",true,,,"Fine-grained"
"63549","583","Apollo 16","13",,,"26.570","Breccia","Impact Melt","65.205","December, 10 2013 00:00:00",true,,,"Basaltic"
"63555","584","Apollo 16","13",,,"3.380","Breccia","Impact Melt","86.450","August, 15 2007 00:00:00",true,,,"clast rich"
"63556","585","Apollo 16","13",,,"18.100","Breccia","Impact Melt","86.365","April, 02 2014 00:00:00",true,,,"Poikilitic"
"63557","586","Apollo 16","13",,,"7.530","Breccia","Impact Melt","95.697","March, 30 2012 00:00:00",true,,,"Fine-grained"
"63558","587","Apollo 16","13",,,"7.090","Breccia","Impact Melt","96.276","May, 14 2010 00:00:00",true,,,"Poikilitic"
"63559","588","Apollo 16","13",,,"6.040","Breccia","Impact Melt","93.380","August, 15 2007 00:00:00",true,,,"Devitrified Glass"
"63565","589","Apollo 16","13",,,"0.940","Breccia","Impact Melt","89.894","February, 25 2011 00:00:00",true,,,"Devitrified Glass"
"63566","590","Apollo 16","13",,,"19.610","Breccia","Impact Melt","95.110","May, 09 2012 00:00:00",true,,,"Devitrified Glass, cataclastic anorthosite clast"
"63567","591","Apollo 16","13",,,"3.210","Breccia","Impact Melt","90.935","February, 25 2011 00:00:00",true,,,"Devitrified Glass"
"63568","592","Apollo 16","13",,,"4.060","Breccia","Impact Melt","93.100","August, 15 2007 00:00:00",true,,,"Devitrified Glass"
"63569","593","Apollo 16","13",,,"0.430","Breccia","Unclassified","93.020","August, 15 2007 00:00:00",true,,,"Glass"
"63575","594","Apollo 16","13",,,"4.720","Breccia","Impact Melt","94.703","May, 09 2012 00:00:00",true,,,"Glass enclosing white clast"
"63576","595","Apollo 16","13",,,"1.230","Breccia","Impact Melt","93.496","July, 02 2012 00:00:00",true,,,"Glass enclosing white clasts"
"63577","596","Apollo 16","13",,,"12.410","Breccia","Impact Melt","97.990","August, 15 2007 00:00:00",true,,,"Crystalline, polymict"
"63578","597","Apollo 16","13",,,"19.600","Breccia","Impact Melt","90.949","May, 09 2012 00:00:00",true,,,"Glassy/fine-grained"
"63579","598","Apollo 16","13",,,"11.350","Breccia","Impact Melt","95.180","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63585","599","Apollo 16","13",,,"32.620","Breccia","Impact Melt","92.922","September, 03 2014 00:00:00",true,,,"Basaltic/poikilitic"
"63586","600","Apollo 16","13",,,"1.980","Breccia","Impact Melt","88.430","August, 15 2007 00:00:00",true,,,"Fine-grained"
"63587","601","Apollo 16","13",,,"20.510","Breccia","Impact Melt","98.030","August, 15 2007 00:00:00",true,,,"Poikilitic"
"63588","602","Apollo 16","13",,,"2.400","Breccia","Fragmental","45.208","April, 02 2014 00:00:00",true,,,"polymict"
"63589","603","Apollo 16","13",,,"13.510","Breccia","Fragmental","97.483","March, 30 2012 00:00:00",true,,,"polymict"
"63595","604","Apollo 16","13",,,"2.100","Breccia","Fragmental","88.571","August, 27 2013 00:00:00",true,,,"polymict"
"63596","605","Apollo 16","13",,,"6.400","Breccia","Impact Melt","95.594","February, 25 2011 00:00:00",true,,,"Poikilitic"
"63597","606","Apollo 16","13",,,"5.670","Breccia","Impact Melt","96.540","August, 15 2007 00:00:00",true,,,"Poikilitic"
"63598","607","Apollo 16","13",,,"12.660","Breccia","Impact Melt","95.174","April, 02 2014 00:00:00",true,,,"Poikilitic"
"64001","609","Apollo 16","4","STONE MOUNTAIN",,"752.300","Core","unsieved","78.533","December, 22 2014 00:00:00",true,,,
"64002","610","Apollo 16","4","STONE MOUNTAIN",,"584.100","Core","unsieved","76.609","December, 22 2014 00:00:00",true,,,
"64420",,"Apollo 16","4","CINCO B CRATER",,"112.200","Soil","Unsieved","98.490","August, 15 2007 00:00:00",false,,,"Fines, Unsieved"
"64421",,"Apollo 16",,,,"206.900","Soil","<1 mm","75.829","August, 19 2013 00:00:00",true,,,"Fines, < 1mm"
"64422",,"Apollo 16",,,,"6.170","Soil","1-2 mm","71.151","March, 30 2012 00:00:00",false,,,"Fines, 1-2mm"
"64423","611","Apollo 16",,,,"3.760","Soil","2-4mm","72.633","March, 30 2012 00:00:00",true,,,
"64424","612","Apollo 16",,,,"2.060","Soil","4-10mm","100.000","August, 15 2007 00:00:00",false,,,
"64425","613","Apollo 16","4",,,"14.620","Breccia","Fragmental","77.305","August, 12 2014 00:00:00",true,,,"Dilithologic"
"64430",,"Apollo 16",,,,"28.220","Residue",,"83.880","August, 15 2007 00:00:00",false,,,
"64435","614","Apollo 16","4",,,"1079.000","Breccia","Impact Melt","90.851","December, 17 2014 00:00:00",true,,,"Fine-grained"
"64450",,"Apollo 16",,,,"1.570","Residue",,"96.820","August, 15 2007 00:00:00",false,,,
"64455","615","Apollo 16","4",,,"56.680","Breccia","Impact Melt","24.520","May, 20 2014 00:00:00",true,,,"Basaltic"
"64470",,"Apollo 16",,,,"27.090","Residue",,"91.580","August, 15 2007 00:00:00",false,,,
"64475","616","Apollo 16","4",,,"1032.000","Breccia","Impact Melt","94.347","February, 18 2015 00:00:00",true,,,"Dilithologic"
"64476","617","Apollo 16","4",,,"125.100","Breccia","Impact Melt","94.877","December, 10 2013 00:00:00",true,,,"Dilithologic"
"64477","618","Apollo 16","4",,,"19.320","Breccia","Fragmental","94.510","August, 15 2007 00:00:00",true,,,"Glassy"
"64478","619","Apollo 16","4",,,"12.340","Breccia","Impact Melt","97.490","August, 15 2007 00:00:00",true,,,"Poikilitic"
"64500",,"Apollo 16","4","CINCO B CRATER",,"320.600","Soil","Unsieved","95.817","March, 30 2012 00:00:00",false,,,"Fines, Unsieved"
"64501","620","Apollo 16",,,,"495.700","Soil","<1 mm","83.587","November, 26 2014 00:00:00",true,,,
"64502",,"Apollo 16",,,,"28.380","Soil","1-2 mm","85.543","January, 08 2013 00:00:00",true,,,"Fines, 1-2mm"
"64503",,"Apollo 16",,,,"24.110","Soil","2-4 mm","88.826","August, 12 2014 00:00:00",true,,,"Fines, 2-4mm"
"64504","621","Apollo 16",,,,"24.150","Soil","4-10mm","97.901","July, 07 2011 00:00:00",false,,,
"64505",,"Apollo 16","4",,,"5.392","Breccia","Fragmental","96.810","August, 15 2007 00:00:00",true,,,"Fragmental polymict breccia"
"64506",,"Apollo 16","4",,,"5.079","Breccia","Impact Melt","94.050","August, 15 2007 00:00:00",true,,,"Basaltic impact melt (G)"
"64507",,"Apollo 16","4",,,"4.474","Breccia","Unclassified","95.460","August, 15 2007 00:00:00",true,,,"Dilithologic breccia"
"64508",,"Apollo 16","4",,,"4.168","Breccia","Unclassified","95.200","August, 15 2007 00:00:00",true,,,"Dilithologic breccia"
"64509",,"Apollo 16","4",,,"3.150","Breccia","Fragmental","93.020","August, 15 2007 00:00:00",true,,,"Fragmental polymict breccia"
"64515",,"Apollo 16","4",,,"3.761","Breccia","Impact Melt","81.840","August, 15 2007 00:00:00",true,,,"Basaltic impact melt"
"64516",,"Apollo 16","4",,,"2.929","Crustal","Anorthosite","94.230","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite"
"64517",,"Apollo 16","4",,,"1.546","Breccia","Unclassified","94.830","August, 15 2007 00:00:00",true,,,"Crystalline polymict breccia"
"64518",,"Apollo 16","4",,,"1.490","Breccia","Impact Melt","92.620","August, 15 2007 00:00:00",true,,,"Fine-grained impact melt"
"64519",,"Apollo 16","4",,,"1.124","Crustal","Anorthosite","95.550","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite"
"64525",,"Apollo 16","4",,,"1.107","Crustal","Anorthosite","86.720","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite"
"64530",,"Apollo 16",,,,"35.450","Residue",,"75.180","August, 15 2007 00:00:00",false,,,
"64535","622","Apollo 16","4",,,"256.600","Breccia","Impact Melt","98.372","April, 02 2014 00:00:00",true,,,"clast rich, Dilithologic"
"64536","623","Apollo 16","4",,,"177.500","Breccia","Impact Melt","96.738","April, 02 2014 00:00:00",true,,,"clast rich, Dilithologic"
"64537","624","Apollo 16","4",,,"124.300","Breccia","Impact Melt","96.825","April, 02 2014 00:00:00",true,,,"clast rich, Dilithologic"
"64538","625","Apollo 16","4",,,"30.030","Breccia","Impact Melt","99.160","August, 15 2007 00:00:00",true,,,"Polylithologic"
"64539","626","Apollo 16","4",,,"17.760","Breccia","Fragmental","98.029","April, 30 2012 00:00:00",true,,,"Dilithologic"
"64545","627","Apollo 16","4",,,"14.090","Breccia","Fragmental","97.012","April, 02 2014 00:00:00",true,,,"Dilithologic"
"64546","628","Apollo 16","4",,,"12.800","Breccia","Fragmental","98.594","March, 30 2012 00:00:00",false,,,"Dilithologic"
"64547","629","Apollo 16","4",,,"10.900","Breccia","Impact Melt","96.514","April, 02 2014 00:00:00",true,,,"Polylithologic"
"64548","630","Apollo 16","4",,,"8.490","Breccia","Fragmental","96.584","March, 30 2012 00:00:00",true,,,"Dilithologic"
"64549","631","Apollo 16","4",,,"6.470","Breccia","Fragmental","96.600","April, 02 2014 00:00:00",true,,,"Dilithologic"
"64555","633","Apollo 16","4",,,"5.290","Breccia","Fragmental","99.622","April, 02 2014 00:00:00",true,,,"Fragmental dilithologic breccia"
"64556","634","Apollo 16","4",,,"5.150","Breccia","Unclassified","96.272","April, 02 2014 00:00:00",true,,,"Dilithologic or polymict breccia"
"64557","635","Apollo 16","4",,,"4.790","Breccia","Impact Melt","98.330","May, 09 2012 00:00:00",true,,,"Fine-grained impact melt"
"64558","636","Apollo 16","4",,,"3.130","Breccia","Unclassified","94.377","April, 02 2014 00:00:00",true,,,"Dilithologic breccia"
"64559","637","Apollo 16","4",,,"21.820","Breccia","Impact Melt","98.786","May, 09 2012 00:00:00",true,,,"Basaltic"
"64565","638","Apollo 16","4",,,"14.730","Breccia","Impact Melt","98.099","July, 07 2011 00:00:00",true,,,"Glassy"
"64566","639","Apollo 16","4",,,"14.130","Breccia","Impact Melt","96.079","April, 02 2014 00:00:00",true,,,"white clasts"
"64567","640","Apollo 16","4",,,"13.860","Breccia","Impact Melt","80.375","September, 19 2014 00:00:00",true,,,"Poikilitic"
"64568","641","Apollo 16","4",,,"9.379","Breccia","Impact Melt","98.145","February, 25 2011 00:00:00",true,,,"Poikilitic"
"64569","642","Apollo 16","4",,,"14.320","Breccia","Impact Melt","94.937","March, 30 2012 00:00:00",true,,,"Poikilitic"
"64575","643","Apollo 16","4",,,"6.837","Breccia","Impact Melt","97.700","August, 15 2007 00:00:00",true,,,"Poikilitic"
"64576","644","Apollo 16","4",,,"6.916","Breccia","Impact Melt","93.956","March, 30 2012 00:00:00",true,,,"Basaltic"
"64577","645","Apollo 16","4",,,"5.692","Breccia","Impact Melt","98.419","March, 30 2012 00:00:00",true,,,"Glassy"
"64578","646","Apollo 16","4",,,"5.596","Breccia","Impact Melt","96.410","August, 15 2007 00:00:00",true,,,"Fine-grained impact melt (G)"
"64579","647","Apollo 16","4",,,"4.802","Breccia","Impact Melt","95.752","March, 30 2012 00:00:00",true,,,"Fine-grained"
"64585","648","Apollo 16","4",,,"4.696","Breccia","Impact Melt","93.335","March, 30 2012 00:00:00",true,,,"Basaltic/poikilitic"
"64586","649","Apollo 16","4",,,"3.337","Breccia","Impact Melt","95.330","August, 15 2007 00:00:00",true,,,"Fine-grained"
"64587","650","Apollo 16","4",,,"7.180","Breccia","Fragmental","98.886","March, 30 2012 00:00:00",true,,,"polymict"
"64588","651","Apollo 16","4",,,"2.546","Breccia","Fragmental","95.290","August, 15 2007 00:00:00",true,,,"polymict"
"64589","652","Apollo 16","4",,,"4.039","Breccia","Anorthosite","94.060","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite"
"64800",,"Apollo 16","4B",,,"166.300","Soil","Unsieved","99.700","August, 15 2007 00:00:00",false,,,"Fines, Unsieved"
"64801",,"Apollo 16",,,,"286.800","Soil","<1 mm","88.728","February, 04 2015 00:00:00",true,,,"Fines, < 1mm"
"64802",,"Apollo 16",,,,"10.960","Soil","1-2 mm","88.590","August, 15 2007 00:00:00",false,,,"Fines, 1-2mm"
"64803","653","Apollo 16",,,,"8.090","Soil","2-4mm","86.106","March, 30 2012 00:00:00",true,,,
"64804","654","Apollo 16",,,,"7.890","Soil","4-10mm","98.100","August, 15 2007 00:00:00",false,,,
"64810",,"Apollo 16","4B","STONE MOUNTAIN",,"102.140","Soil","Unsieved","97.810","August, 15 2007 00:00:00",false,,,"Fines, Unsieved"
"64811",,"Apollo 16",,,,"174.700","Soil","<1 mm","94.086","November, 13 2013 00:00:00",true,,,"Fines, < 1mm"
"64812",,"Apollo 16",,,,"9.530","Soil","1-2 mm","94.753","March, 30 2012 00:00:00",true,,,"Fines, 1-2mm"
"64813","655","Apollo 16",,,,"9.100","Soil","2-4mm","90.930","August, 15 2007 00:00:00",false,,,
"64814","656","Apollo 16",,,,"5.340","Soil","4-10mm","97.570","August, 15 2007 00:00:00",false,,,
"64815","657","Apollo 16","4",,,"20.900","Breccia","Impact Melt","83.761","March, 30 2012 00:00:00",true,,,"Poikilitic"
"64816","658","Apollo 16","4",,,"3.830","Breccia","Impact Melt","90.392","March, 30 2012 00:00:00",true,,,"Poikilitic"
"64817","659","Apollo 16","4",,,"8.980","Breccia","Impact Melt","82.773","September, 25 2013 00:00:00",true,,,"Basaltic"
"64818","660","Apollo 16","4",,,"15.980","Breccia","fragmental","95.369","March, 30 2012 00:00:00",true,,,"Dilithologic"
"64819","661","Apollo 16","4",,,"11.760","Breccia","fragmental","97.959","March, 30 2012 00:00:00",true,,,"monomict, Pristine cataclastic anorthosite (G)"
"64825","662","Apollo 16","4",,,"21.500","Breccia","Regolith","98.000","May, 09 2012 00:00:00",true,,,
"64826","663","Apollo 16","4",,,"11.330","Breccia","Regolith","92.763","March, 30 2012 00:00:00",true,,,"polymict"
"64827","664","Apollo 16","4",,,"8.110","Breccia","Regolith","98.030","August, 15 2007 00:00:00",true,,,"polymict"
"64828","665","Apollo 16","4",,,"0.970","Breccia","Regolith","89.280","August, 15 2007 00:00:00",true,,,
"64829","666","Apollo 16","4",,,"2.200","Breccia","Regolith","88.640","August, 15 2007 00:00:00",true,,,
"64835","667","Apollo 16","4",,,"2.320","Breccia","Regolith","79.740","August, 15 2007 00:00:00",true,,,
"64836","668","Apollo 16","4",,,"1.760","Breccia","Regolith","96.590","August, 15 2007 00:00:00",true,,,
"64837","669","Apollo 16","4",,,"2.180","Breccia","Regolith","99.080","August, 15 2007 00:00:00",true,,,
"65010",,"Apollo 16",,,,"42.370","Residue",,"100.000","August, 15 2007 00:00:00",false,,,
"65015","670","Apollo 16","5",,,"1802.000","Breccia","Impact Melt","91.676","March, 11 2015 00:00:00",true,,,"Poikilitic"
"65016","671","Apollo 16","5",,,"21.020","Breccia","Impact Melt","93.264","March, 30 2012 00:00:00",true,,,"Glass sphere, hollow"
"65030",,"Apollo 16",,,,"45.000","Residue",,"87.310","August, 15 2007 00:00:00",false,,,
"65035","672","Apollo 16","5",,,"446.100","Breccia","fragmental","95.504","March, 09 2015 00:00:00",true,,,"impact melt, Cataclastic anorthosite (G) clasts"
"65050",,"Apollo 16",,,,"32.290","Residue",,"90.650","August, 15 2007 00:00:00",false,,,
"65055","673","Apollo 16","5",,,"500.800","Breccia","Impact Melt","95.772","September, 19 2014 00:00:00",true,,,"Basaltic"
"65056","674","Apollo 16","5",,,"64.780","Breccia","Impact Melt","95.755","February, 25 2011 00:00:00",true,,,"Variolitic"
"65070",,"Apollo 16",,,,"5.050","Residue",,"75.840","August, 15 2007 00:00:00",false,,,
"65075","675","Apollo 16","5",,,"107.900","Breccia","Impact Melt","93.840","November, 26 2013 00:00:00",true,,,"Basaltic"
"65090",,"Apollo 16",,,,"28.860","Residue",,"89.330","August, 15 2007 00:00:00",false,,,
"65095","676","Apollo 16","5",,,"560.100","Breccia","Regolith","94.920","December, 03 2014 00:00:00",true,,,"polymict, glass coating"
"65310",,"Apollo 16",,,,"45.080","Residue",,"89.090","August, 15 2007 00:00:00",false,,,
"65315","677","Apollo 16","5",,,"300.400","Breccia","fragmental","80.940","February, 03 2015 00:00:00",true,,,"Pristine cataclastic anorthosite (G)"
"65325","678","Apollo 16","5",,,"67.870","Breccia","fragmental","94.218","March, 09 2015 00:00:00",true,,,"Pristine cataclastic anorthosite (G)"
"65326","679","Apollo 16","5",,,"36.400","Breccia","fragmental","99.341","March, 30 2012 00:00:00",true,,,"Cataclastic anorthosite"
"65327","680","Apollo 16","5",,,"6.970","Breccia","fragmental","94.405","March, 30 2012 00:00:00",true,,,"Pristine cataclastic anorthosite (G)"
"65328","681","Apollo 16","5",,,"1.280","Breccia","fragmental","92.500","August, 15 2007 00:00:00",true,,,"monomict, Cataclastic anorthosite (G), friable"
"65329","682","Apollo 16","5",,,"1.920","Breccia","fragmental","94.950","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite (G), friable"
"65335","683","Apollo 16","5",,,"1.630","Breccia","fragmental","94.230","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite (G), friable"
"65336","684","Apollo 16","5",,,"0.600","Breccia","fragmental","91.000","August, 15 2007 00:00:00",true,,,"Cataclastic anorthosite (G), friable"
"65337","685","Apollo 16","5",,,"11.570","Breccia","Fragmental","71.910","March, 30 2012 00:00:00",true,,,"polymict"
"65338","686","Apollo 16","5",,,"2.650","Breccia","Fragmental","96.226","March, 30 2012 00:00:00",true,,,"polymict"
"65339","687","Apollo 16","5",,,"1.620","Breccia","Fragmental","93.640","August, 15 2007 00:00:00",true,,,"polymict"
"65345","688","Apollo 16","5",,,"0.860","Breccia","Fragmental","75.581","March, 30 2012 00:00:00",true,,,"polymict"
"65346","689","Apollo 16","5",,,"0.800","Breccia","Fragmental","92.130","August, 15 2007 00:00:00",true,,,"polymict"
"65347","690","Apollo 16","5",,,"0.430","Breccia","Fragmental","93.490","August, 15 2007 00:00:00",true,,,"Fragmental polymict breccia"
"65348","691","Apollo 16","5",,,"11.660","Breccia","Impact Melt","98.799","March, 30 2012 00:00:00",true,,,"Glassy, clast rich"
"65349","692","Apollo 16","5",,,"7.580","Breccia","Impact Melt","95.070","August, 15 2007 00:00:00",true,,,"Glassy impact melt"
"65355","693","Apollo 16","5",,,"4.940","Breccia","Impact Melt","96.130","August, 15 2007 00:00:00",true,,,"Glassy"
"65356","694","Apollo 16","5",,,"2.530","Breccia","Impact Melt","92.130","August, 15 2007 00:00:00",true,,,"Glassy"
"65357","695","Apollo 16","5",,,"18.760","Breccia","Impact Melt","97.814","March, 30 2012 00:00:00",true,,,"Poikilitic"
"65358","696","Apollo 16","5",,,"7.020","Breccia","Impact Melt","95.997","March, 30 2012 00:00:00",true,,,"Poikilitic"
"65359","697","Apollo 16","5",,,"2.530","Breccia","Impact Melt","93.676","April, 02 2014 00:00:00",true,,,"polymict breccia inclusions"
"65365","698","Apollo 16","5",,,"2.160","Breccia","Impact Melt","85.833","March, 30 2012 00:00:00",true,,,"Poikilitic"
"65366","699","Apollo 16","5",,,"8.480","Breccia","Impact Melt","96.462","March, 30 2012 00:00:00",true,,,"Glass"
"65500",,"Apollo 16","5",,,"413.000","Soil","Unsieved","91.921","March, 30 2012 00:00:00",true,,,"Fines, Unsieved"
"65501",,"Apollo 16",,,,"150.000","Soil","<1 mm","88.509","December, 04 2014 00:00:00",true,,,"Fines, < 1mm"
